"instance","clauses","ratio","solver","total_time","iter_0","iter_1","iter_2","iter_3","iter_4","iter_5","iter_6","iter_7","iter_8","iter_9","iter_10","iter_11","iter_12","iter_13","iter_14","iter_15","iter_16","iter_17","iter_18","iter_19"
"pima-indians-diabetes",3,30,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"pima-indians-diabetes",3,40,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"pima-indians-diabetes",3,50,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"pima-indians-diabetes",3,60,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"pima-indians-diabetes",3,70,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"pima-indians-diabetes",3,80,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"pima-indians-diabetes",3,90,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"transfusion",2,10,"inc",169.64,0.07,0.1,1.89,0.27,8.16,2.6,9.27,1.84,11.86,11.83,15.09,9.55,12.25,16.04,11.15,9.52,6.35,14.69,10.39,16.63
"transfusion",2,20,"inc",12.04,0.34,0.03,0.79,0.02,1.23,0.54,0.36,0.23,0.52,0.48,0.42,0.43,0.65,0.55,0.74,0.57,1.85,0.75,0.67,0.63
"transfusion",2,30,"inc",27.24,0.65,0.03,5.04,0.05,1.68,0.76,0.81,0.96,0.89,1.02,1.44,1.38,1.25,1.44,1.35,1.59,1.71,1.66,1.75,1.47
"transfusion",2,40,"inc",116.92,25.04,0.9,6.85,1.68,5.36,1.22,1.58,1.89,1.94,2.29,3.31,3.73,4.53,15.05,15.77,13.23,7.09,1.82,1.91,1.33
"transfusion",2,50,"inc",41.88,7.96,7.08,8.53,0.98,2.09,1.38,0.39,1.45,0.43,1.15,0.36,1.25,0.42,1.46,0.42,1.94,0.39,1.49,0.46,1.78
